DATJOIN,Crab_behavior,Habitat,Cover,Start_time,Stop_time,Total_time_elapsed,Continued_from_previous_file,Notes
0803M12,3,0,0,14:02,15:38,1:36,,
0809G01,3,3,0,6:01,7:37,1:36,,
0803B02,3,3,0,5:32,7:10,1:38,,
0809G13,3,3,0,9:42,11:20,1:38,,
0909A208,3,4,0,1:11,2:50,1:39,eating and moving,
0909A313,3,3,0,0:00,1:39,1:39,,
0809G02,3,3,0,12:41,14:20,1:39,,
0909A02,3,3,0,10:42,12:22,1:40,0,"at 11 minutes, loud boat motor sound, no behavior change"
0909A215,3,4,2,3:42,5:22,1:40,,
0803B12,3,3,0,7:20,9:01,1:41,,
0803M03,3,0,0,13:46,15:27,1:41,,
0909A05,3,3,0,9:19,11:01,1:42,,
0803B01,3,3,1,2:50,4:34,1:44,,
0909A14,3,3,0,6:46,8:31,1:45,eating and moving,
0803M04,3,0,0,12:47,14:33,1:46,,
0809B14,3,3,4,1:53,3:39,1:46,,
0803M03,3,0,0,8:02,9:50,1:48,eating and moving,
0809B07,3,3,4,13:02,14:50,1:48,,
0803M12,3,0,0,8:41,10:30,1:49,,
0809G10,3,3,4,8:34,10:23,1:49,,
0909A16,3,3,0,0:00,1:50,1:50,,
0909A315,3,3,0,1:05,2:56,1:51,,
0803D02,3,0,0,7:50,9:41,1:51,,
0804A01,3,3,0,3:20,5:11,1:51,a bit hard to see ,
0809G10,3,3,4,14:14,16:05,1:51,,
0804D01,3,0,0,8:01,9:53,1:52,,
0909A402,3,3,0,15:40,17:33,1:53,,
0803M10,3,0,0,0:00,1:53,1:53,,
0809G06,3,3,1,1:10,3:04,1:54,,
0803B01,3,3,0,15:39,17:34,1:55,,
0809B05,3,3,4,15:39,17:34,1:55,,
0909A304,3,2,0,9:41,11:37,1:56,,
0809G01,3,3,0,2:31,4:27,1:56,,
0804A07,3,3,0,12:16,14:13,1:57,,
0803D07,3,0,0,15:36,17:34,1:58,,
0809G04,3,3,1,2:58,4:56,1:58,under rock but appears to be eating ,
0803D10,3,0,0,4:16,6:15,1:59,,
0803M01,3,0,0,7:32,9:31,1:59,,
0803M07,3,0,0,2:32,4:32,2:00,,
0809G06,3,3,0,15:34,17:34,2:00,,
0909A15,3,3,0,2:19,4:20,2:01,,
0909A07,3,3,0,4:04,6:06,2:02,,
0803D01,3,0,0,15:32,17:34,2:02,,
0803D10,3,0,0,11:52,13:54,2:02,,
0804A03,3,3,0,6:48,8:50,2:02,,
0809A08,3,2,0,7:55,9:57,2:02,,
0909A207,3,4,0,9:28,11:32,2:04,moving and eating,
0803M04,3,0,0,7:16,9:20,2:04,,
0909A11,3,3,0,7:00,9:05,2:05,,
0909A02,3,2,0,4:43,6:49,2:06,0,
0809A08,3,2,0,13:34,15:40,2:06,,
0909A03,3,3,0,14:33,16:40,2:07,,
0809G02,3,3,0,7:12,9:20,2:08,,
0803D06,3,0,0,6:31,8:40,2:09,,
0803D11,3,0,0,11:35,13:44,2:09,,
0804A01,3,3,0,8:02,10:12,2:10,,
0909A303,3,3,0,0:00,2:12,2:12,"appears to be eating, back to camera",
0803M12,3,0,0,3:00,5:12,2:12,,
0803M14,3,0,0,0:00,2:12,2:12,,
0809B15,3,3,4,0:00,2:12,2:12,,
0803M08,3,0,0,8:09,10:22,2:13,,
0909A315,3,3,0,5:46,8:01,2:15,,
0909A304,3,3,3,1:33,3:49,2:16,,
0803M04,3,0,0,15:18,17:34,2:16,,
0804D02,3,0,0,3:31,5:48,2:17,,
0909A215,3,4,2,10:23,12:41,2:18,"crab becomes more visable, appears to be eating",
0809A01,3,2,0,12:40,14:58,2:18,,
0803D06,3,0,0,14:08,16:27,2:19,,
0809B10,3,3,4,15:15,17:34,2:19,,
0909A317,3,3,0,4:27,6:47,2:20,,
0803B15,3,3,0,15:13,17:34,2:21,,
0809G07,3,3,4,6:57,9:19,2:22,partially obscured ,
0909A313,3,3,0,3:15,5:39,2:24,,
0803M10,3,0,0,9:34,11:58,2:24,,
0809B03,3,3,4,9:26,11:50,2:24,,
0803M07,3,0,0,5:12,7:37,2:25,,
0803M02,3,0,0,9:08,11:34,2:26,,
0803M10,3,0,0,5:42,8:08,2:26,,
0909A07,3,3,0,6:30,8:57,2:27,eating and moving,
0803B16,3,3,0,5:35,8:02,2:27,,
0909A312,3,3,0,5:26,7:54,2:28,,
0804A06,3,3,0,8:40,11:08,2:28,,
0909A04,3,3,0,2:28,4:57,2:29,,
0809B13,3,3,4,2:32,5:01,2:29,,
0809B02,3,3,4,15:05,17:35,2:30,,
0809G12,3,3,0,4:43,7:14,2:31,,
0803D03,3,0,0,5:16,7:48,2:32,hard to see but appears to be eating,
0809G06,3,3,0,3:40,6:12,2:32,,
0803B10,3,3,0,3:54,6:27,2:33,,
0909A303,3,3,3,14:57,17:33,2:36,partially hidden hard to see actions,
0909A03,3,3,0,0:00,2:38,2:38,0:00,slowly moving while feeding
0909A11,3,3,0,1:35,4:15,2:40,,
0809B12,3,3,4,10:19,13:01,2:42,,
0809G15,3,3,0,14:52,17:34,2:42,,
0803B16,3,3,0,0:00,2:43,2:43,,
0809G08,3,3,4,13:10,15:53,2:43,,
0809G02,3,3,0,3:20,6:04,2:44,,
0804A05,3,3,1,7:37,10:25,2:48,,
0809B05,3,3,4,0:00,2:48,2:48,very hard to see crab but appears to be eating,
0909A01,3,0,0,0:50,3:39,2:49,0,fed slowly
0909A311,3,3,0,5:53,8:42,2:49,,
0809G04,3,3,1,14:02,16:56,2:54,,
0909A207,3,4,0,12:25,15:20,2:55,moving and eating,
0803B03,3,3,0,3:20,6:15,2:55,,
0809A09,3,2,0,6:39,9:35,2:56,,
0909A09,3,3,0,8:15,11:13,2:58,,
0803M08,3,0,0,0:00,2:58,2:58,,
0804A05,3,3,1,12:02,15:00,2:58,,
0803D05,3,0,0,14:16,17:15,2:59,,
0803M10,3,0,0,2:16,5:16,3:00,"could be eating, hard to tell",
0803M04,3,0,0,3:17,6:18,3:01,moving and eating,
0803D09,3,0,0,14:32,17:34,3:02,,
0809B11,3,3,4,2:17,5:19,3:02,,
0803D02,3,0,0,10:41,13:44,3:03,,
0803M11,3,0,0,7:43,10:46,3:03,,
0809B11,3,3,4,14:30,17:34,3:04,,
0909A303,3,3,0,11:51,14:57,3:06,,
0803B04,3,3,0,7:58,11:04,3:06,,
0809G03,3,3,0,12:11,15:17,3:06,,
0909A315,3,3,0,9:31,12:41,3:10,,
0809B10,3,3,4,10:01,13:11,3:10,,
0803D06,3,0,0,9:50,13:01,3:11,,
0803D11,3,0,0,14:00,17:13,3:13,,
0803M16,3,0,0,1:02,4:18,3:16,,
0809G13,3,3,0,14:18,17:34,3:16,,
0909A206,3,4,2,10:42,13:59,3:17,"one leg pops out from algae, appears to be eating",
0809B15,3,3,4,14:12,17:34,3:22,,
0809B07,3,3,4,2:57,6:20,3:23,very hard to see crab but appears to be eating,
0803M16,3,0,0,5:35,9:00,3:25,,
0803M01,3,0,0,10:03,13:30,3:27,moving and eating,
0909A08,3,3,0,4:29,7:57,3:28,,
0909A309,3,3,0,0:00,3:30,3:30,,
0809B08,3,3,4,2:52,6:22,3:30,very hard to see crab but appears to be eating,
0909A305,3,3,3,1:40,5:11,3:31,,
0804A04,3,3,0,9:42,13:13,3:31,moving and eating,
0809B07,3,3,4,7:33,11:05,3:32,,
0804A05,3,3,1,0:47,4:21,3:34,,
0803M15,3,0,0,9:12,12:51,3:39,,
0809A02,3,2,0,5:01,8:43,3:42,,
0809G15,3,3,0,0:00,3:42,3:42,,
0909A310,3,3,0,4:53,8:37,3:44,,
0803M03,3,0,0,1:21,5:06,3:45,,
0803D10,3,0,0,0:00,3:46,3:46,,
0809B01,3,2,0,2:14,6:00,3:46,,
0803D07,3,0,0,9:31,13:18,3:47,moving and eating,
0809A07,3,2,0,13:47,17:34,3:47,,
0809G09,3,3,4,0:00,3:49,3:49,,
0803M01,3,0,0,13:44,17:34,3:50,,
0809G10,3,3,4,0:00,3:51,3:51,,
0803B10,3,3,0,13:42,17:34,3:52,,
0809G14,3,3,0,4:53,8:45,3:52,,
0909A05,3,3,0,13:40,17:34,3:54,,
0803D07,3,0,0,0:45,4:40,3:55,,
0803D12,3,0,0,4:07,8:05,3:58,,
0804A03,3,3,0,1:34,5:32,3:58,,
0809A06,3,2,3,3:02,7:01,3:59,,
0909A304,3,2,0,13:33,17:33,4:00,,
0909A310,3,3,0,0:00,4:01,4:01,,
0809B12,3,3,4,4:11,8:12,4:01,,
0809B06,3,3,4,0:00,4:07,4:07,,
0909A15,3,3,0,13:26,17:34,4:08,moving and eating,
0909A201,3,3,0,5:49,9:59,4:10,"could be eating?? Hard to tell from camera angle, stationary for a while",
0809B02,3,3,4,9:03,13:19,4:16,partially obscured ,
0809G14,3,3,0,0:00,4:17,4:17,,
0809B06,3,3,4,13:13,17:34,4:21,,
0803M06,3,0,0,13:12,17:34,4:22,,
0809A02,3,2,0,0:00,4:22,4:22,,
0909A10,3,3,0,13:11,17:34,4:23,eating and moving,
0803B11,3,3,0,13:09,17:34,4:25,moving and eating,
0803M11,3,0,0,12:04,16:29,4:25,,
0809A02,3,2,0,10:26,14:54,4:28,,
0809B05,3,3,4,10:06,14:40,4:34,,
0803B07,3,3,0,5:58,10:37,4:39,,
0909A312,3,3,0,0:00,4:40,4:40,,
0803M13,3,0,0,0:32,5:12,4:40,,
0809G09,3,3,4,7:40,12:22,4:42,,
0809G15,3,3,0,7:13,11:56,4:43,,
0809G14,3,3,0,12:47,17:34,4:47,,
0909A315,3,3,0,0:13,5:01,4:48,,
0803M07,3,0,0,10:53,15:52,4:59,,
0809B04,3,3,4,0:24,5:26,5:02,very hard to see crab but appears to be eating,
0809B08,3,3,4,8:42,13:46,5:04,,
0809B03,3,3,4,12:29,17:34,5:05,,
0809A04,3,2,0,0:00,5:11,5:11,moving and eating,
0804A04,3,3,0,1:48,7:00,5:12,moving and eating,
0809B09,3,3,4,9:12,14:24,5:12,,
0909A301,3,3,0,11:47,17:00,5:13,moving slowly while eating,
0803M11,3,0,0,0:00,5:14,5:14,,
0803M05,3,0,0,7:29,12:46,5:17,,
0909A302,3,3,0,1:44,7:03,5:19,,
0809A01,3,2,0,6:36,11:55,5:19,,
0809A08,3,2,0,0:00,5:20,5:20,,
0809G01,3,3,0,9:13,14:33,5:20,,
0803B08,3,3,0,12:12,17:34,5:22,,
0803M06,3,0,0,3:13,8:35,5:22,,
0803D04,3,0,0,10:20,15:43,5:23,,
0803M09,3,0,0,12:07,17:34,5:27,,
0809B15,3,3,4,3:30,9:04,5:34,,
0803B09,3,3,0,11:34,17:11,5:37,,
0804A07,3,3,0,5:50,11:36,5:46,eating and moving,
0803D09,3,0,0,6:12,12:01,5:49,,
0803M09,3,0,0,0:00,5:51,5:51,,
0803D05,3,0,0,0:00,5:53,5:53,eating and moving,
0803D02,3,0,0,0:37,6:35,5:58,,
0803B15,3,3,0,8:25,14:28,6:03,hard to see crab,
0809G06,3,3,0,8:43,14:50,6:07,,
0803B06,3,3,0,4:28,10:40,6:12,,
0803D03,3,0,0,11:20,17:34,6:14,hard to see ,
0909A311,3,3,0,10:43,17:06,6:23,,
0809A03,3,2,0,9:49,16:12,6:23,,
0809B01,3,2,0,11:08,17:34,6:26,,
0803B08,3,3,0,4:20,10:50,6:30,moving and eating,
0809A09,3,2,0,11:02,17:34,6:32,,
0809B03,3,3,4,0:00,6:32,6:32,very hard to see crab but appears to be eating,
0809B16,3,3,4,0:31,7:06,6:35,,
0909A312,3,3,0,8:14,14:59,6:45,,
0909A301,3,3,0,4:30,11:32,7:02,moving a bit and eating,
0809A05,3,2,3,2:33,9:40,7:07,crab partially obscured by shell,
0809G08,3,3,4,5:14,12:26,7:12,,
0909A303,3,3,0,2:50,10:08,7:18,eating and moving,
0909A06,3,3,0,9:59,17:34,7:35,"consumes a red sea sponge, walked around a bit, eating the entire time",
0809B10,3,3,4,0:56,8:40,7:44,,
0803B01,3,3,0,5:57,15:02,9:05,"hard to see exact movements, but looks like eating to me",
0809A07,3,2,0,0:00,9:28,9:28,,
0809B04,3,3,4,6:57,17:34,10:37,very hard to see crab but appears to be eating,
0803B01,999,3,2,15:02,15:10,0:08,piece of seaweed covers crab,
0803B04,999,,,2:04,2:50,0:46,"sculpin moves on top of crab, blocking it",
0909A307,4,2,0,0:00,9:00,9:00,"hard to tell if its eating or not, blends in really well with shell",
0909A306,4,2,0,2:32,17:33,15:01,"hard to tell if its eating or not, blends in really well with shell",
0909A313,5,4,0,8:56,17:33,8:37,"could be eating, back to cam",
0909A09,4,3,0,13:40,16:29,2:49,"crab moves and is hard to see, but appears to be staying still maybe eating?",
0909A02,6,3,0,5:22,5:43,0:21,0,
0909A02,6,3,0,1:19,1:45,0:26,0,moved back onto rock
0909A02,6,3,0,12:22,12:55,0:33,0,
0909A02,6,3,0,6:58,7:38,0:40,0,
0909A02,6,0,0,0:28,1:19,0:51,0,
0909A02,6,3,0,2:48,4:50,2:02,0,
0909A01,6,3,0,8:44,10:50,2:06,0,
0909A01,6,3,0,13:52,16:00,2:08,0,moves around and continues eating
0909A01,6,0,0,5:04,8:44,3:40,0,crab eating and slowly moving 
0909A206,7,4,2,8:16,8:54,0:38,"crab becomes more obscured, can barely see one leg",
0804D03,NA,,,0:00,,0:00,"I watched the next video, no sign of crab, assuming it was killed by hermit crab, stopped reviewing this station",
0809A02,NA,,,10:18,10:26,0:08,"sediment event, can't see crab",
0804D02,NA,,,13:58,14:10,0:12,crab obscured by greenling,
0803B14,NA,4,2,3:45,3:59,0:14,piece of seaweed covers crab,
0909A403,NA,4,2,17:15,17:33,0:18,cant see crab,
0803B14,NA,4,2,6:10,6:29,0:19,"kelp pushed, cant see crab",
0804A08,NA,3,1,1:35,1:54,0:19,goes under a rock ,
0803D01,NA,0,0,15:08,15:32,0:24,can't see crab at all due to sediment,
0803F01,NA,,,2:48,3:15,0:27,lost crab in sediment cloud…,
0803F01,NA,,,9:34,10:06,0:32,"silt event, can't see crab",
0804D01,NA,,,4:38,5:13,0:35,"silt event, halibut moves",
0804D01,NA,,,9:53,10:30,0:37,silt event,
0803B13,NA,4,2,14:06,14:44,0:38,,
0909A504,NA,4,2,0:00,0:43,0:43,cant see crab,
0803M14,NA,0,0,11:51,12:40,0:49,seaweed covers frame,
0804D01,NA,,,3:00,3:55,0:55,"silt event, hard to see ",
0909A301,NA,,,0:00,0:57,0:57,setup with diver,
0809B05,NA,,,6:08,7:16,1:08,crab covered by sea slug,
0803M01,NA,,,4:00,5:11,1:11,"hard to see, cloud of debris",
0909A404,NA,4,2,3:22,4:50,1:28,crab is partially visible,
0804A02,NA,,,0:00,1:34,1:34,kelp covered camera for entire video,
0803B13,NA,4,2,15:22,17:00,1:38,,
0804A06,NA,3,0,15:02,16:47,1:45,"can't see crab, blocked by anchor bar",
0803M16,NA,0,0,11:46,14:40,2:54,"sediment cloud, can't see crab",
0809G05,NA,3,1,9:16,12:14,2:58,can't see crab at all,
0803B13,NA,,,4:08,7:16,3:08,"can't find crab, moved by fish wake",
0909A215,NA,4,2,6:54,10:04,3:10,"kelp covers camera, obscures crab",
0909A404,NA,4,2,0:00,3:22,3:22,cant see crab,
0803F01,NA,,,0:00,4:17,4:17,"setting up experiment, can't find crab..lots of silt events..",
0803B13,NA,4,2,7:22,12:40,5:18,,
0804D03,NA,,,12:01,17:34,5:33,"cannot see RKC, appears to have been eaten by hermit crab",
0804D03,NA,,,5:19,12:01,6:42,obscured by hermit crab,
0909C02,NA,,,8:51,17:35,8:44,entirely covered by kelp,
0909A404,NA,4,2,4:50,17:33,12:43,cant see crab,
